Label
0
10
10
6
15
16
1
14
6
6
6
15
8
11
12
10
3
6
15
6
12
5
10
11
6
11
4
1
1
7
4
13
12
5
2
2
6
5
10
15
10
6
16
6
12
11
6
12
12
12
10
12
11
12
16
16
10
4
12
12
12
4
12
12
5
6
11
12
6
4
10
1
6
2
4
10
2
2
13
8
13
10
2
10
13
10
7
8
13
4
4
15
6
8
6
16
7
6
4
4
11
10
3
15
14
11
8
0
8
7
8
9
8
8
10
14
15
10
6
6
16
15
1
4
9
11
11
0
4
15
8
14
12
13
15
5
7
10
0
2
6
5
5
7
13
7
8
11
8
0
10
9
2
3
5
11
6
2
4
13
3
14
2
5
5
6
11
12
8
7
3
7
8
13
0
5
8
6
6
5
10
15
4
5
6
15
6
12
10
10
