Label
9
5
5
10
6
7
2
9
1
11
2
8
1
5
0
5
1
11
2
3
0
8
6
1
8
7
4
2
4
1
3
1
0
8
7
3
3
2
6
7
7
10
2
3
0
0
11
0
0
3
5
0
0
0
11
7
5
5
1
0
0
9
0
0
8
10
11
0
5
6
6
8
0
7
1
6
10
5
1
6
1
5
5
6
5
5
9
6
5
6
5
7
10
8
3
7
9
10
5
2
7
3
3
7
7
7
0
8
7
9
7
4
8
5
5
3
6
6
5
10
5
7
4
3
4
9
7
2
2
7
7
1
7
2
7
8
9
5
3
0
10
8
8
0
1
8
9
10
5
0
5
8
5
6
8
0
10
8
1
11
7
1
6
8
8
10
7
8
0
9
8
8
5
1
5
8
7
10
9
6
5
7
5
6
11
7
5
8
5
6
