Label
13
13
0
9
6
6
13
10
13
9
1
5
11
13
8
6
10
9
13
9
1
8
2
13
13
10
3
4
13
7
1
13
8
11
8
5
9
7
1
13
13
9
10
2
8
13
9
8
8
11
9
11
13
4
3
8
1
12
11
4
8
5
11
4
5
9
13
12
0
3
2
2
9
13
0
2
9
0
2
2
0
6
3
2
7
2
12
2
2
7
9
13
9
10
9
5
12
9
12
11
13
13
12
13
5
5
12
12
5
12
13
13
5
2
1
13
7
5
10
9
13
5
12
3
13
13
13
13
13
13
5
13
2
13
13
11
13
2
11
2
9
6
13
12
13
12
3
13
6
13
6
13
2
3
7
13
9
2
7
2
2
9
0
7
7
9
13
10
5
12
12
12
13
1
6
12
13
9
9
7
7
13
7
7
3
8
9
2
13
7
