Label
5
8
4
7
3
9
4
3
11
10
4
9
8
3
9
3
8
10
11
7
6
12
2
11
11
11
12
5
11
3
7
11
5
5
9
8
7
1
2
9
11
7
2
7
6
11
10
11
11
5
4
5
6
2
6
5
2
4
8
4
6
1
2
11
5
10
1
8
11
4
12
6
2
4
2
12
7
2
12
2
2
4
7
2
12
12
0
7
12
4
4
9
2
11
9
8
1
7
4
6
11
4
1
9
8
8
5
5
8
1
9
5
8
3
3
5
9
7
4
7
6
9
2
4
5
11
11
3
8
9
11
5
5
5
9
5
11
2
5
3
7
1
6
6
12
1
11
11
3
0
5
8
12
6
5
11
7
3
4
10
4
8
2
1
1
3
6
11
3
1
3
1
3
12
5
1
3
7
11
1
4
9
7
2
10
9
4
5
4
2
