Label
0
5
2
7
8
9
0
8
5
7
7
2
9
4
3
8
8
7
5
7
6
0
9
4
4
5
1
4
3
4
3
3
3
3
0
0
7
2
5
5
5
7
5
2
3
5
4
3
3
3
5
3
5
2
1
1
5
5
3
0
5
0
5
3
5
7
4
3
3
8
9
3
2
5
9
1
7
9
6
6
1
2
1
9
2
2
5
9
2
9
2
5
7
0
7
5
3
7
0
5
4
5
3
0
0
4
8
8
5
3
8
3
0
8
8
5
2
9
0
7
5
5
6
0
3
4
5
0
5
0
5
0
5
5
5
3
5
2
6
8
7
6
5
2
2
6
1
4
6
5
6
6
6
1
1
4
7
1
2
7
2
9
9
5
1
8
5
3
8
6
1
6
5
2
3
6
5
7
1
1
8
5
4
9
1
4
5
1
2
9
