Label
16
1
1
8
9
12
2
7
7
0
9
2
14
9
6
1
9
0
14
8
11
12
14
14
3
3
5
8
6
15
8
17
6
2
12
9
8
1
1
10
3
8
9
13
6
12
0
11
12
6
1
12
3
11
12
12
12
1
12
11
11
2
12
12
9
8
0
11
3
8
14
17
11
5
14
14
8
1
3
2
3
1
1
14
1
1
16
5
1
15
9
10
8
3
13
10
17
8
1
0
3
4
4
10
9
9
5
5
10
17
10
6
9
9
9
5
15
14
12
8
1
10
4
7
6
3
10
9
12
2
10
7
17
9
10
6
3
1
12
14
8
1
2
17
8
5
16
3
1
16
5
6
5
1
15
3
8
3
15
0
10
14
1
15
15
9
10
3
9
17
17
5
1
13
3
15
10
8
16
15
15
3
1
14
0
12
1
12
1
14
