Label
11
5
3
12
4
5
3
3
3
7
15
11
5
3
2
4
4
7
5
12
10
2
5
8
3
15
3
0
3
9
15
10
2
4
2
14
12
2
11
2
15
12
15
11
2
8
8
8
2
12
3
3
1
3
4
13
15
3
4
4
2
4
4
1
13
12
8
2
5
3
11
11
3
3
6
11
3
3
6
4
3
3
11
11
6
3
7
11
6
11
3
4
8
7
12
14
10
12
3
6
8
12
12
2
14
14
4
7
14
10
11
13
14
4
4
1
9
11
15
12
7
14
11
3
13
8
8
4
11
14
14
14
10
11
2
13
7
11
12
3
12
5
2
9
6
7
13
8
5
1
9
13
8
1
9
8
12
11
3
7
11
5
3
9
9
4
8
15
4
7
1
7
1
6
14
9
4
12
1
9
9
3
9
5
7
2
3
10
3
5
