Label
1
1
16
10
19
5
0
7
13
11
11
11
7
16
2
2
14
11
8
3
16
9
19
13
13
8
19
13
2
15
3
11
2
9
11
17
3
9
19
5
8
10
12
19
12
8
10
12
12
12
6
2
8
3
12
12
11
14
5
12
12
17
11
2
12
10
11
2
2
14
19
19
19
14
14
18
14
6
11
18
6
14
14
19
19
9
4
7
18
19
17
7
10
7
3
5
4
10
1
0
8
3
3
5
17
17
7
1
17
4
7
1
17
7
11
5
1
1
1
10
0
5
19
3
2
0
7
16
1
17
17
17
19
14
5
9
7
7
3
18
10
9
9
6
5
7
1
8
7
19
18
2
14
14
9
8
10
14
17
11
19
1
14
9
9
10
8
2
17
4
13
7
7
11
9
9
7
10
5
9
19
16
15
19
11
8
14
13
19
19
