Label
13
10
7
0
6
3
10
6
10
4
7
12
3
10
2
5
6
4
10
4
2
0
3
4
13
7
1
13
10
1
7
13
13
12
2
6
1
2
5
9
10
4
6
1
6
0
4
5
2
13
14
13
10
14
0
13
7
14
3
7
10
10
2
4
12
4
4
6
3
14
3
8
4
10
11
1
14
5
11
0
8
5
5
3
11
5
8
3
11
3
14
10
4
6
9
9
8
4
14
11
10
10
4
9
9
9
13
13
9
8
13
13
10
6
4
10
6
3
7
4
10
9
1
9
13
4
10
0
10
10
9
10
13
10
9
13
8
5
13
8
4
12
12
8
11
13
9
10
5
10
13
10
5
1
12
4
1
12
14
1
9
3
5
12
12
6
10
13
6
8
1
13
5
11
13
12
10
5
1
12
5
10
5
3
1
2
14
6
5
3
