Label
7
4
0
5
5
4
0
5
0
5
0
1
7
7
2
2
3
5
4
5
6
1
4
4
1
0
6
6
2
3
0
2
2
1
2
7
5
7
4
7
6
0
0
5
2
6
5
6
6
7
0
2
6
6
5
7
6
0
7
6
6
0
6
6
7
5
5
6
2
0
4
1
6
1
4
4
0
5
3
3
3
0
5
4
0
0
3
4
0
4
0
3
5
3
5
3
2
5
0
2
6
3
0
1
1
1
3
1
5
2
5
2
1
5
5
7
6
4
0
5
2
3
3
3
2
3
1
7
7
3
3
5
1
2
7
2
3
0
3
4
5
3
1
3
2
3
3
6
3
6
3
3
3
1
1
6
5
1
0
0
4
4
0
1
1
5
6
2
5
3
0
3
1
2
2
1
5
0
3
1
5
0
5
4
5
2
0
1
0
4
